3040.72,10.4472,1.3195,2.0092,76.73,-10.1245,30.1245,39.5532,0.9618,-0.0169,-0.0446,-0.006,0.101,2,0.1033,0.0369,,0.075,0.0826,0.6241,2.3304,0.0337,50.9473,3.7988,1.3012,0.9393,3.2023,0.7213,0.3427,1.8732,-1
2989.47,10.499,0.224,0.4407,14.14,13.9782,26.0218,31.3313,1.2754,-0.0389,-0.0336,-0.0091,1.763,3,0.1515,0.0629,0.0231,0.0545,1.2261,0.9695,2.7344,0.0466,28.057,2.902,0.8767,0.4996,2.3284,0.2035,0.2799,3.6701,-1
2981.54,9.4864,1.284,1.9728,14.14,13.4891,26.5109,32.8848,0.9285,-0.0745,-0.0384,-0.0087,0.089,4.8,0.1618,0.0846,0.0306,0.0545,1.1949,1.4412,2.9765,0.0438,22.986,4.8896,1.6027,0.4996,2.3284,0.3408,0.2681,3.3656,-1
2958.09,9.7739,1.338,2.0135,14.37,24.9027,15.0973,22.6227,0.9017,-0.0813,-0.0079,-0.0033,0.124,2.2,0.1423,0.0916,0.0267,0.0545,0.3218,0.7396,3.1546,0.0433,80.2111,3.6445,0.6467,1.2771,2.3284,0.3718,0.2962,2.2791,1
3017.21,9.8035,1.2905,2.0092,65.83,23.4736,16.5264,24.3206,0.9273,0.0084,-0.068,-0.0093,0.132,3.2,0.0938,0.0724,0.0268,0.0588,0.2061,0.9636,1.2161,0.0309,38.5508,5.3304,1.5383,0.5279,2.5188,0.0996,0.2696,2.3065,-1
2962.14,9.5543,1.2542,1.9875,74.54,15.1509,24.8491,30.1427,1.2705,-0.0658,-0.0051,-0.0085,0.039,3.6,0.1431,0.0696,0.07,0.0545,1.596,1.1741,2.4526,0.0428,56.543,2.7674,1.2867,0.9368,2.3284,0.1928,0.2089,4.2202,1
3017.1,10.0255,1.2973,1.987,77.41,-2.6636,22.6636,30.0241,1.0027,-0.0049,0.001,-0.0077,0.114,2.3,0.0475,0.086,,0.075,0.1038,0.7102,1.9726,0.0128,44.3954,3.7551,1.9298,1.2223,3.2023,0.1456,0.4211,2.2226,-1
3021.26,10.0005,1.247,1.97,72.29,-2.4636,22.4636,30.3538,1.0049,-0.005,-0.0095,-0.0082,0.068,4.9,0.058,0.094,,0.075,0.0966,1.4443,1.6958,0.0161,31.6269,3.6684,1.7789,0.7162,3.2023,0.7288,0.2991,3.5751,-1
3000.36,10.194,1.2908,2.0063,79.48,19.3136,20.6864,29.3844,0.858,-0.0726,-0.0012,-0.0088,0.096,2.6,0.1738,0.0834,0.0346,0.032,0.1824,0.7906,3.2591,0.0528,36.5914,3.9799,1.3993,0.7584,1.391,0.3215,0.2601,3.8966,-1
3047.78,10.1081,0.6727,1.3322,74.54,8.3045,31.6955,41.5512,1.0333,-0.0431,-0.0091,-0.0068,1.804,3.4,0.0732,0.0423,0.0375,0.0198,0.1023,0.9799,2.1769,0.0189,69.7366,2.9334,1.7925,0.9368,0.8516,0.7817,0.1839,3.7648,-1
2912.87,10.0934,1.3072,1.9992,79.48,5.03,34.97,38.8982,1.5783,-0.0564,-0.0222,-0.0056,0.043,1.9,0.056,0.0306,0.2139,0.0198,0.1107,0.745,6.6739,0.013,28.1321,2.7186,1.7323,0.7584,0.8516,0.4436,0.5747,2.9727,1
3076.38,10.6454,0.4397,0.8885,14.41,12.0945,27.9055,36.6103,0.9556,-0.0473,-0.0261,-0.0071,1.789,2.2,0.0633,0.042,0.1467,0.0284,0.1418,0.6595,2.3972,0.0165,64.3896,4.5252,1.3234,1.0459,1.2241,0.2731,0.3127,4.0631,-1
3055.97,9.7465,0.668,1.3305,74.57,23.1373,16.8627,22.3489,0.8899,-0.0567,-0.014,-0.008,1.797,2.7,0.0871,0.0385,0.0221,0.0284,0.5958,1.1102,3.5742,0.0253,49.3531,5.5261,2.2069,0.7015,1.2241,0.473,0.5791,3.6023,-1
2993.59,9.7807,1.289,2.0105,65.83,25.0382,14.9618,20.2052,1.0083,0.0455,-0.0296,-0.0091,0.098,1.8,0.0806,0.0575,0.1918,0.0588,0.2253,0.5895,5.6218,0.0235,49.354,5.4689,1.4986,0.5279,2.5188,0.0706,0.3743,2.5312,1
2946.86,10.2702,1.2922,2.0433,78.13,23.3109,16.6891,20.8271,0.9898,-0.0667,-0.0127,-0.0078,0.129,2,0.0843,0.0393,0.0421,0.0198,0.1512,0.7038,2.3758,0.0217,29.6293,3.6334,1.525,1.1086,0.8516,0.1692,0.1643,2.3127,1
2942.31,10.0409,1.2688,2.0032,65.83,23.9555,16.0445,21.1546,1.0196,0.0026,-0.023,-0.0094,0.111,2.6,0.0442,0.0489,0.0244,0.0198,0.1051,0.9315,2.2094,0.012,58.433,2.6722,1.6462,0.5279,0.8516,0.4002,0.5991,2.3055,1
2993.14,10.2057,0.4373,0.892,14.41,21.39,18.61,26.658,1.0633,-0.1401,-0.0137,-0.007,1.795,2.5,0.0932,0.0486,0.0354,0.0214,0.1302,0.7014,1.3506,0.0259,33.3728,5.4406,1.8979,1.0459,0.9228,0.6766,0.4009,3.2968,-1
2938.41,10.7124,1.2853,2,79.48,1.5882,38.4118,46.7625,1.077,-0.0372,-0.0208,-0.0075,0.022,2.7,0.0597,0.0456,0.2956,0.0214,0.119,0.9434,1.2342,0.0169,21.028,2.6016,1.5114,0.7584,0.9228,0.1609,0.4128,2.5006,-1
3058.98,10.6441,1.3265,1.9772,,0.6782,19.3218,27.7301,0.9699,-0.0298,-0.0184,-0.0078,0.057,2.3,0.0569,0.0414,,0.0284,0.1314,0.7546,1.939,0.0184,24.704,4.1825,1.2029,0.6302,1.2241,0.1456,0.35,3.1643,-1
2950.46,10.3876,0.652,1.3458,74.8,20.0455,19.9545,26.3171,1.1096,-0.0841,-0.0084,-0.007,1.809,2.1,0.064,0.0384,0.1959,0.0284,1.3404,0.8916,2.5763,0.0211,29.3341,5.5988,1.2708,0.7898,1.2241,0.1866,0.3146,2.7718,-1
3060.03,10.2718,1.2692,1.9597,74.8,21.8964,18.1036,23.5885,0.9188,-0.0454,0.001,-0.0087,0.067,3.5,0.0701,0.0614,0.0583,0.0284,0.1304,1.218,4.1814,0.0211,61.2209,5.5767,2.0277,0.7898,1.2241,0.2173,0.1547,2.9084,-1
2983.09,10.68,1.2842,2.031,79.42,22.8809,17.1191,23.0468,1.0692,-0.0645,-0.0109,-0.0037,0.067,2.9,0.1543,0.0473,0.0503,0.0223,0.1136,0.8462,2.0947,0.0418,48.4047,4.2476,1.1893,1.0407,0.9513,0.2445,0.2912,2.7639,-1
2935.94,9.9522,0.2253,0.4425,14.41,2.5209,37.4791,46.2635,0.8364,-0.0652,-0.0037,-0.0055,1.77,1.6,0.0648,0.0313,0.0267,0.0214,0.2117,0.5723,1.9747,0.0168,22.3949,6.113,1.6997,1.0459,0.9228,0.3004,0.3201,3.0902,1
3004.09,11.0203,0.6557,1.3438,74.8,15.9527,24.0473,30.4154,0.966,-0.0437,-0.0003,-0.0101,1.801,2.8,0.1326,0.0765,0.0297,0.0243,1.3642,0.7969,1.841,0.0397,29.1564,2.5523,1.4902,0.7898,1.0409,0.3004,0.2701,2.8877,1
3020.76,10.6095,1.2945,2.0187,78.25,-1.6545,21.6545,29.9145,1.0238,-0.0185,-0.0449,-0.0066,0.122,2.5,0.1558,0.0781,,0.092,0.1156,0.8318,2.7673,0.0388,31.9324,4.1765,1.4987,1.2364,3.8125,0.4002,0.3292,2.1994,-1
3042.08,9.932,1.3152,1.9828,79.48,6.7391,33.2609,39.587,0.8602,-0.0585,-0.0112,-0.0038,0.044,3.1,0.1509,0.0508,0.0385,0.1019,0.1582,1.0521,3.5515,0.0392,38.1574,2.5416,0.9742,0.7584,4.2196,0.2058,0.2182,2.6533,-1
3000.56,9.1397,0.4385,0.891,14.14,13.8118,26.1882,36.5543,0.9362,-0.041,-0.0142,-0.0033,1.798,2.6,0.1613,0.0251,0.1661,0.1206,0.1337,0.8614,1.8133,0.0501,64.7663,2.5756,0.7779,0.4996,5.0462,0.126,0.3075,3.6728,-1
2990.22,9.1557,1.298,1.9905,79.42,18.3209,21.6791,29.9815,1.0277,-0.074,0.0088,-0.0057,0.096,1.4,0.1848,0.0576,0.0818,0.1206,0.1533,0.495,0.9517,0.0502,74.8551,2.5685,0.376,1.0407,5.0462,0.3259,0.3366,2.3288,1
3016.64,8.8833,1.2418,2.012,74.19,16.4582,23.5418,32.3378,1.0104,-0.063,-0.0209,-0.0057,0.092,2.9,0.1703,0.0481,0.0165,0.1008,0.1108,0.8288,2.2359,0.0439,36.6157,3.7856,1.7486,0.6901,4.1959,0.3155,0.4772,2.3507,-1
2980.84,9.1136,1.309,2.0062,78.13,9.05,30.95,39.683,1.0204,-0.0263,-0.0233,-0.0057,0.106,3,0.0672,0.0443,0.1343,0.0395,0.1345,0.8829,2.7566,0.0193,20.6854,1.7413,0.8118,1.1086,1.6936,0.1343,0.3866,3.2033,1
2847.81,9.708,1.2335,2.01,78.13,18.8309,21.1691,29.5773,1.0443,-0.0594,-0.0317,-0.0064,0.091,2,0.0644,0.0679,0.0221,0.0286,0.2252,0.6912,1.5014,0.0191,59.2604,1.7916,0.7839,1.1086,1.2337,0.1456,0.4319,2.0163,-1
,9.0959,1.2997,2.0077,76.99,18.2809,21.7191,29.8969,1.0279,-0.0339,-0.0229,-0.0053,0.099,2.4,0.0476,0.02,0.0275,0.0286,0.1424,0.8818,2.0287,0.0125,85.7613,1.7717,0.7478,1.0803,1.2337,0.2605,0.2294,2.1543,-1
2975.64,9.118,1.2715,1.9663,73.32,19.8,20.2,28.6955,0.852,-0.0712,-0.012,-0.0074,0.049,4.1,0.052,0.0532,0.0457,0.0286,0.1434,1.2833,3.0385,0.0137,30.1078,1.7398,1.1005,0.8007,1.2337,0.3155,0.4444,3.522,-1
3066.19,9.7637,1.2857,1.9752,14.26,11.6818,28.3182,38.8044,0.9288,-0.0668,-0.0243,-0.007,0.111,3.9,0.2135,0.0665,0.0251,0.0286,0.2911,1.1533,2.6145,0.0623,44.2995,1.7695,0.9988,0.662,1.2337,0.3004,0.1254,2.8332,-1
2873.35,9.3711,1.3035,2.0045,79.42,22.4345,17.5655,25.4333,0.9251,-0.0869,0.0025,-0.0054,0.067,2.1,0.1816,0.0485,0.0947,0.0286,0.2232,0.9554,2.8337,0.0431,37.4003,4.0788,1.7578,1.0407,1.2337,0.7094,0.2766,3.8913,-1
3045.03,9.3955,1.2833,1.9745,65.55,17.1627,22.8373,28.6681,1.0366,-0.0581,-0.0556,-0.007,0.05,1.8,0.0481,0.0473,0.0489,0.0286,0.2232,0.6764,2.3283,0.0111,54.0598,3.7161,1.9036,0.4184,1.2337,0.2782,0.4057,2.4106,-1
3090.18,9.8426,1.293,2.018,79.42,25.4573,14.5427,20.874,0.9001,-0.0689,-0.0193,-0.0046,0.116,2.5,0.1203,0.0992,0.0439,0.0373,0.1325,0.8529,4.3278,0.0369,28.4356,1.511,0.8943,1.0407,1.5921,0.128,0.2272,2.6025,-1
2955.85,10.1235,0.441,0.8882,14.41,20.5509,19.4491,24.9395,1.0593,-0.0621,-0.0233,-0.0031,1.795,1.6,0.0678,0.0594,0.0545,0.0437,0.1482,0.548,1.578,0.0178,30.9744,4.4373,1.1992,1.0459,1.8575,0.2058,0.4373,3.4964,-1
3006.23,10.5025,1.2993,2.021,76.67,18.6827,21.3173,28.9468,0.9366,-0.0386,-0.0206,-0.0078,0.166,2.3,0.1816,0.1095,0.0398,0.0373,0.1258,0.8367,3.5425,0.0475,36.855,1.7725,1.1099,0.9836,1.5921,0.452,0.3599,1.7611,-1
2958.05,9.902,0.9625,1.8762,13.92,25.4427,14.5573,22.6504,0.8156,-0.0395,-0.0129,-0.0055,0.085,3.5,0.0758,0.0645,0.2188,0.0712,0.1089,1.2015,2.6175,0.0227,25.133,3.051,1.5858,0.7613,3.0548,0.5777,0.2326,2.0122,-1
2999.72,10.1394,1.2645,1.99,14.14,17.6373,22.3627,31.3539,1.0716,-0.0695,-0.0303,-0.0063,0.109,4.6,0.081,0.0681,0.1725,0.0437,0.1349,1.3318,2.0763,0.0232,46.7865,5.2586,1.1157,0.4996,1.8575,0.3004,0.2247,3.3993,-1
2918.9,9.946,0.9688,1.8822,13.92,24.3509,15.6491,23.1757,1.0578,-0.0276,-0.0305,-0.005,0.069,3.1,0.0692,0.0516,0.1739,0.0712,0.2785,0.9221,2.4299,0.021,29.2486,3.8601,1.7021,0.7613,3.0548,0.128,0.3656,3.7784,-1
2926.07,9.9707,1.281,1.9457,74.8,12.0627,27.9373,38.0327,0.8182,-0.0612,-0.009,-0.0071,0.129,2.4,0.082,0.0591,0.0445,0.0712,0.3087,0.7886,2.5452,0.0286,36.525,4.5986,1.5905,0.7898,3.0548,0.5008,0.2848,2.5902,-1
3032.89,10.0926,0.8933,1.7797,74.54,9.5227,30.4773,40.9448,0.9518,-0.0587,-0.0139,-0.0053,0.041,3.5,0.0603,0.0539,0.1574,0.0437,0.0975,1.0256,2.4372,0.0168,42.5381,4.4631,1.1592,0.9368,1.8575,0.7055,0.3876,3.5456,-1
2865.31,9.4946,1.2503,1.9998,78.13,22.9245,17.0755,22.9914,0.9283,-0.0673,-0.0161,-0.0061,0.089,1.9,0.1577,0.0583,0.0958,0.0373,0.2381,0.5937,2.652,0.0403,53.3071,4.1242,2.3661,1.1086,1.5921,0.3463,0.3571,3.6913,-1
2855.8,10.3558,1.2515,1.9648,74.8,9.3336,30.6664,41.5043,0.8549,-0.0587,-0.0439,-0.0092,0.071,2.7,0.0517,0.0612,0.1755,0.0712,0.103,1.0404,3.8128,0.0153,59.7763,5.1887,0.9558,0.7898,3.0548,0.1633,0.3184,3.6866,-1
2930.22,8.8623,1.3255,2.0063,79.48,12.5391,27.4609,37.4506,0.8434,-0.071,0.002,-0.0071,0.107,2.3,0.1474,0.0607,0.0607,0.0465,0.4016,0.7939,3.7387,0.0395,67.7036,3.1706,0.9416,0.7584,1.9846,0.3106,0.2806,2.3189,-1
2971.99,9.6496,1.3057,1.9688,73.32,12.4309,27.5691,37.4995,0.8918,-0.0618,-0.0216,-0.0063,0.084,4.8,0.0546,0.0585,0.1832,0.0395,0.2159,1.5484,4.3472,0.0147,29.9797,2.8827,1.2543,0.8007,1.6936,0.3155,0.1968,4.5061,1
2940.53,8.9623,0.9725,1.8967,14.55,28.6355,11.3645,18.6261,0.8494,-0.0288,-0.0551,-0.0053,0.079,2.5,0.0809,0.0858,0.0649,0.0465,0.361,0.7694,1.2652,0.0188,36.0316,2.9284,1.129,1.0959,1.9846,0.3311,0.2307,2.913,-1
2916.41,10.204,0.6565,1.3362,74.8,8.6927,31.3073,42.1115,0.9984,-0.0574,-0.0034,-0.006,1.789,2.4,0.1767,0.0608,0.0442,0.0437,0.078,0.7907,1.5264,0.0436,10.8791,6.0398,2.5063,0.7898,1.8575,0.0706,0.181,2.5261,-1
3047.67,9.9919,1.2955,2.0345,76.69,-5.3055,25.3055,31.4125,1.0706,-0.0069,-0.0415,-0.0054,0.09,2.3,0.059,0.098,,0.0465,0.2407,0.7228,1.5845,0.0173,33.976,3.4953,1.659,1.0644,1.9846,0.1745,1.2098,137.833,-1
3082.45,10.3618,1.2847,1.9985,78.27,-8.7491,28.7491,35.3973,1.0498,-0.0116,-0.0471,-0.0066,0.108,1.9,0.0706,0.0265,,0.0465,0.0986,0.5487,2.3007,0.0205,42.0305,3.6927,2.0999,1.0956,1.9846,0.1745,1.2098,137.833,-1
3088.82,10.1496,0.974,1.881,76.52,26.6582,13.3418,17.0797,1.0722,-0.0879,-0.0301,-0.004,0.1,3.5,0.1362,0.0641,0.1351,0.06,0.3018,1.1222,2.1337,0.0429,46.74,3.9354,1.2446,0.8446,2.5433,0.4906,0.2199,3.6157,-1
3090.42,10.17,1.329,2.0093,76.52,28.7064,11.2936,15.0708,1.0488,-0.0804,-0.0092,-0.0047,0.11,2.3,0.1644,0.2064,0.3297,0.06,0.3052,0.9391,1.5644,0.0466,26.5207,4.0591,1.4003,0.8446,2.5433,0.4946,0.1299,3.6182,-1
3031.9,9.4636,1.2697,1.9872,,-8.2255,28.2255,37.532,1.053,-0.0277,-0.0174,-0.0053,0.049,1.8,0.0462,0.0576,,,0.2387,0.6071,2.0766,0.0138,44.2329,4.7121,1.3796,0.6302,,0.2173,1.2098,137.833,-1
3029.16,10.1361,0.9835,1.8807,78.68,28.1191,11.8809,18.6476,0.9717,-0.0802,-0.0125,-0.0049,0.085,3,0.1548,0.0474,0.1551,0.06,0.2972,0.8876,1.5086,0.0455,53.1108,4.4288,1.3617,0.4221,2.5433,0.3155,0.3682,2.3605,-1
3040.63,10.0685,0.4525,0.8912,76.33,8.6673,11.3327,18.5853,0.9944,-0.037,-0.0192,-0.0071,1.817,1.6,0.0643,0.0824,,0.0373,0.2385,0.5954,1.3513,0.0195,38.8267,4.3898,1.4659,1.0891,1.5921,0.1108,0.2879,4.1245,-1
3039.93,9.9865,1.2893,1.984,72.29,3.8509,16.1491,21.2791,0.9996,-0.0279,-0.0099,-0.0061,0.054,3.6,0.0622,0.0363,,0.0437,0.1318,1.1516,1.9747,0.0189,49.3507,3.1015,1.3959,0.7162,1.8575,0.1745,0.2879,4.1245,-1
